번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
195, 17-000395, 신정동미다스, , 012-2087-7502, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000395_2005.001, 2, , 0627 224237, 0627 224344
206, 17-004109, 방화동대양 캐슬, , 012-2430-0277, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004109_2005.001, 2, , 0627 224919, 0627 225027
229, 14-138141, 오정동 더샵하우스2(553빌라)[식별번호:6-3, , 012-2054-2431, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-138141(17-004522)_2005.001, 2, , 0627 225936, 0627 230054
237, 15-002166, 삼정동삼성주택(퍼스트빌), , 012-2089-2840, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002166_2005.001, 2, , 0627 230230, 0627 230345
249, 17-001124, 펌텍코리아(주)제2공장, , 012-2434-0259, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001124_2005.001, 2, , 0627 230346, 0627 230456
256, 17-003784, 부천상동329빌라, , 012-2432-4515, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003784_2005.001, 2, , 0627 230634, 0627 230751
262, 18-001156, 도당동53-12근생(스타파크힐)[식별번호:6-1, , 012-2080-9101, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001156_2005.001, 2, , 0627 230838, 0627 230952
266, 18-003774, M-부천옥길A3BL제일풍경채, , 012-2016-2083, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003774_2005.001, 2, , 0627 230953, 0627 231143
272, 14-126543, 입석동파크밸리(1~4차), , 012-2058-1712, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-126543(14-126542)_2005.001, 2, , 0627 231410, 0627 231519
277, 15-000770, 만촌동865-5승강기설치(파티오빌라), , 012-2079-0868, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000770_2005.001, 2, , 0627 231658, 0627 231800
306, 18-003479, 신천동J근생, , 012-2042-2808, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003479(18-003483)_2005.001, 2, , 0627 233728, 0627 233832
313, 15-001880, 부사동133-6.7다가구(이레하우스), , 012-2083-0274, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001880_2005.001, 2, , 0627 234059, 0627 234207
314, 16-000100, 비래동131-17(미소빌), , 012-2096-1639, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000100_2005.001, 2, , 0627 234207, 0627 234312
362, 14-020911, 치평동덕영빌딩, , 012-2013-1509, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-020911_2005.001, 2, , 0628 000801, 0628 000907
363, 14-119411, 매곡동빠꼼살이, , 012-2056-1458, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-119411_2005.001, 2, , 0628 000908, 0628 001018
367, 15-000400, 운암동문예동산유치원, , 012-2070-7712, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000400_2005.001, 2, , 0628 001106, 0628 001221
380, 16-003342, 운남동운남빌딩(운남동387-38근생), , 012-2042-0010, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003342_2005.001, 2, , 0628 001710, 0628 001830
383, 17-000447, 하남동명연빌딩, , 012-2400-2856, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000447_2005.001, 2, , 0628 002005, 0628 002120
384, 17-002239, 산정동912-6다가구주택, , 012-2440-1057, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002239_2005.001, 2, , 0628 002120, 0628 002224
386, 17-003773, 산정동916-2다가구주택, , 012-2015-1752, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003773_2005.001, 2, , 0628 002312, 0628 002425
395, 18-003007, 운암동프레스티지빌, , 012-2008-9658, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003007_2005.001, 2, , 0628 002826, 0628 002940
408, 19-002190, 쌍촌동961-10근생, , 012-2013-2725, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002190_2005.001, 2, , 0628 003653, 0628 003804
419, 14-102311, 상암주공휴먼시아1단지2단지아파트(양우건, , 012-2011-9013, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-102311_2005.001, 2, , 0628 004121, 0628 004710
448, 18-001528, 중계동진신안아파트, , 012-2015-3957, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001528_2005.001, 2, , 0628 010403, 0628 010527
450, 18-004206, 의정부신도아크라티움(신도주상복합), , 012-2012-4996, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-004206_2005.001, 2, , 0628 010528, 0628 010738
478, 14-095821, 중동덕유마을1단지주공APT, , 012-2018-7723, OK - 다운로드 성공 - RMSID 불일치 (6), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-095821(14-095822)_2005.001, 2, , 0628 012649, 0628 013241
483, 16-000744, 부평동엔에스파크2동(한결아파트 102동)[식, , 012-2078-2657, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000744(15-001386)_2005.001, 2, , 0628 013600, 0628 013725
484, 15-001386, 부평동엔에스파크1동(한결아파트)[식별번호, , 012-2078-2657, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001386_2005.001, 2, , 0628 013726, 0628 013848
500, 14-003621, 범어역우방유쉘, , 012-2006-0507, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-003621_2005.001, 2, , 0628 014510, 0628 015437
509, 16-000589, 대구이시아폴리스더샵2차, , 012-2048-5975, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000589_2005.001, 2, , 0628 015700, 0628 020456
510, 16-000589, 대구이시아폴리스더샵2차, , 012-2048-5975, OK - 다운로드 파일 존재, 16-000589_2005.001, 1, , 0628 020457, 0628 020457
524, 16-000427, 아산테크노벨리이지더원2단지아파트), , 012-2074-2470, OK - 다운로드 파일 존재, 16-000427_2005.001, 1, , 0628 021121, 0628 021121
525, 16-000427, 아산테크노벨리이지더원2단지아파트), , 012-2074-2470, OK - 다운로드 파일 존재, 16-000427_2005.001, 1, , 0628 021122, 0628 021122
548, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, 1, , 0628 021747, 0628 021747
549, 16-004469, 포스코아산더샵레이크시티3차, , 012-2045-1900, OK - 다운로드 파일 존재, 16-004469_2005.001, 1, , 0628 021748, 0628 021748
559, 16-004471, 포스코아산더샵레이크시티3차, , 012-2459-1901, OK - 다운로드 파일 존재, 16-004471_2005.001, 1, , 0628 021748, 0628 021749
560, 16-004471, 포스코아산더샵레이크시티3차, , 012-2459-1901, OK - 다운로드 파일 존재, 16-004471_2005.001, 1, , 0628 021749, 0628 021749
575, 17-001938, 아산테크노벨리이지더원4단지아파트, , 012-2004-3142, OK - 다운로드 성공 - 대수 불일치 : 7, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001938_2005.001, 2, , 0628 021750, 0628 022235
576, 17-001938, 아산테크노벨리이지더원4단지아파트, , 012-2004-3142, OK - 다운로드 파일 존재, 17-001938_2005.001, 1, , 0628 022235, 0628 022236
583, 17-001940, 아산테크노벨리이지더원3단지아파트, , 012-2015-3178, OK - 다운로드 파일 존재, 17-001940_2005.001, 1, , 0628 022236, 0628 022236
592, 17-001938, 아산테크노벨리이지더원4단지아파트, , 012-2004-3142, OK - 다운로드 파일 존재, 17-001938_2005.001, 1, , 0628 022501, 0628 022501
645, 14-106311, 양정동138-16근생(송진빌딩), , 012-2057-0793, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-106311_2005.001, 2, , 0628 024400, 0628 024516
656, 15-001978, 우암빌딩, , 012-2084-2759, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001978_2005.001, 2, , 0628 024828, 0628 024945
671, 14-115821, 사직동근린생활시설(KRP빌딩), , 012-2058-0811, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-115821_2005.001, 2, , 0628 025518, 0628 025623
673, 14-106011, LG하이프라자안락점신축공사(엘지전자)(충, , 012-2054-0793, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-106011(17-004376)_2005.001, 2, , 0628 025727, 0628 025839
722, 15-000661, 가락동석병원(가락동122-6), , 012-2079-0737, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000661_2005.001, 2, , 0628 030613, 0628 030714
754, 19-003616, 송파동58-15오피스텔, , 01220878047, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003616(18-003263)_2005.001, 2, , 0628 032044, 0628 032149
762, 16-003475, 신현리빌라(A.B동)(아이브하우스), , 012-2079-5077, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003475(16-003476)_2005.001, 2, , 0628 032411, 0628 032523
768, 17-005502, 햇빛마을24동(신현리144주택), , 012-2472-0703, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-005502_2005.001, 2, , 0628 032609, 0628 032851
781, 15-001508, 갈마동377-22외1(반석하우스), , 012-2044-6162, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001508_2005.001, 2, , 0628 033251, 0628 033406
791, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, 1, , 0628 033714, 0628 033714
792, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, 1, , 0628 033715, 0628 033715
793, 16-002641, 대전둔산수정타운APT, , 012-2434-1406, OK - 다운로드 파일 존재, 16-002641_2005.001, 1, , 0628 033715, 0628 033715
810, 17-002921, 지족동1048-7근생, , 012-2421-3526, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002921_2005.001, 2, , 0628 034003, 0628 034118
811, 17-001834, 죽동707-1근생신축, , 012-2405-3519, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001834_2005.001, 2, , 0628 034118, 0628 034231
816, 16-500061, 유성장동한국기계연구원연구2동, , 012-2429-2462, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500061_2005.001, 2, , 0628 034407, 0628 034519
821, 18-000225, 죽동735-3근생/다가구, , 012-2012-2421, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000225_2005.001, 2, , 0628 034608, 0628 034728
825, 19-000534, 만년동195다가구주택, , 012-2017-8944, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000534(19-000884)_2005.001, 2, , 0628 034816, 0628 034937
868, 14-100722, 부곡동부곡동거성프라자1.2, , 012-2017-8985, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-100722_2005.001, 2, , 0628 040303, 0628 040408
875, 14-137311, 당정동군포파인텍, , 012-2052-2430, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-137311_2005.001, 2, , 0628 040456, 0628 040606
885, 15-001010, 삼성캐슬(A동), , 012-2041-0587, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001010_2005.001, 2, , 0628 041230, 0628 041343
889, 15-500021, 의왕삼동우성빌딩, , 012-2042-1259, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500021_2005.001, 2, , 0628 041520, 0628 041622
891, 15-001918, 당정동아르떼하우스C동, , 012-2083-0341, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001918_2005.001, 2, , 0628 041623, 0628 041737
897, 15-001989, 관양동평촌금강스마트빌딩, , 012-2084-2789, OK - 다운로드 파일 존재, 15-001989_2005.001, 1, , 0628 041823, 0628 041823
898, 15-001989, 관양동평촌금강스마트빌딩, , 012-2084-2789, OK - 다운로드 파일 존재, 15-001989_2005.001, 1, , 0628 041824, 0628 041824
899, 15-001989, 관양동평촌금강스마트빌딩, , 012-2084-2789, OK - 다운로드 파일 존재, 15-001989_2005.001, 1, , 0628 041825, 0628 041825
900, 15-001989, 관양동평촌금강스마트빌딩, , 012-2084-2789, OK - 다운로드 파일 존재, 15-001989_2005.001, 1, , 0628 041825, 0628 041825
903, 16-000144, 포일동디퍼즐(조영석건물), , 012-2097-2942, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000144_2005.001, 2, , 0628 041914, 0628 042022
930, 17-001751, 의왕오전동목련풍림아파트, , 012-2436-3539, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001751_2005.001, 2, , 0628 042646, 0628 042806
931, 17-002279, 왕곡동가온팰리스(A), , 012-2440-1072, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002279_2005.001, 2, , 0628 042806, 0628 042912
934, 17-002972, 안양동미영 팰리스, , 012-2440-0913, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002972_2005.001, 2, , 0628 043000, 0628 043119
942, 14-128911, 관양동1691다세대주택, , 012-2057-2416, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-128911_2005.001, 2, , 0628 043208, 0628 043351
1009, 17-500015, 평택우양산업기계포승공장, , 012-2474-1275, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-500015_2005.001, 2, , 0628 051344, 0628 051448
1010, 17-500016, 평택안중굿모닝빌딩(국민은행), , 012-2474-1277, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-500016_2005.001, 2, , 0628 051449, 0628 051556
1024, 14-050421, 제기동리치빌, , 012-2009-4190, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-050421_2005.001, 2, , 0628 052430, 0628 052550
1038, 20-000047, 황학동17근생, , 012-2070-1135, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000047_2005.001, 2, , 0628 053437, 0628 053551
1040, 15-001260, 숭인동동광모닝스카이, , 012-2078-2620, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001260_2005.001, 2, , 0628 053552, 0628 053928
1041, 15-001260, 숭인동동광모닝스카이, , 012-2078-2620, OK - 다운로드 파일 존재, 15-001260_2005.001, 1, , 0628 053929, 0628 053929
1042, 15-001260, 숭인동동광모닝스카이, , 012-2078-2620, OK - 다운로드 파일 존재, 15-001260_2005.001, 1, , 0628 053929, 0628 053929
1049, 19-000298, 남산동영원무역명동디자인빌딩, , 012-2043-9585, OK - 다운로드 성공 - RMSID 불일치 (3), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000298(18-001820)_2005.001, 2, , 0628 054242, 0628 054556
1050, 17-003400, 충무로나인트리호텔(나인트리프리미어호텔, , 012-2009-8439, OK - 다운로드 파일 존재, 17-003400_2005.001, 1, , 0628 054557, 0628 054557
1066, 14-103311, 노원역상계소담빌, , 012-2018-9014, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-103311_2005.001, 2, , 0628 054646, 0628 054844
1067, 14-103311, 노원역상계소담빌, , 012-2018-9014, OK - 다운로드 파일 존재, 14-103311_2005.001, 1, , 0628 054844, 0628 054844
1091, 17-004093, 묵동248-97.111(루체빌), , 012-2438-1581, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004093(18-000779)_2005.001, 2, , 0628 055857, 0628 060005
1092, 17-004098, 망우동509-66신축, , 012-2438-1027, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004098_2005.001, 2, , 0628 060006, 0628 060110
1093, 17-004102, 묵동249-68, , 012-2438-1503, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004102_2005.001, 2, , 0628 060111, 0628 060231
1112, 16-001401, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0396, OK - 다운로드 파일 존재, 16-001401_2005.001, 1, , 0628 060802, 0628 060802
1113, 16-001401, 전국경제인연합회관신축(전경련)(에프케이, , 012-2424-0396, OK - 다운로드 파일 존재, 16-001401_2005.001, 1, , 0628 060803, 0628 060803
1127, 16-500116, 화곡동태승아파트, , 012-2454-0176, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500116_2005.001, 2, , 0628 060851, 0628 061004
1134, 19-002760, 마곡지구C10-5리더스타워, , 012-2004-5815, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002760_2005.001, 2, , 0628 061138, 0628 061303
1139, 16-000387, 용현동627-368(네스트빌), , 012-2074-2433, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000387_2005.001, 2, , 0628 061525, 0628 061640
1146, 17-002714, 도화동496-5공동주택 (온누리베일리), , 012-2045-2812, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002714_2005.001, 2, , 0628 061728, 0628 061846
1155, 15-000043, 부평 갤러리빌[식별번호:3-4], , 012-2053-3670, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000043_2005.001, 2, , 0628 062059, 0628 062211
1161, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, 1, , 0628 062433, 0628 062433
1162, 16-003188, 김해장유율하중앙하이츠APT, , 012-2011-0522, OK - 다운로드 파일 존재, 16-003188_2005.001, 1, , 0628 062434, 0628 062434
